id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,selection_basis,post_collection_filter
P204,商品,给我推荐五款{{产品}},给我推荐五款划船机,,产品,划船机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P205,商品,给我推荐五款{{产品}},给我推荐五款可调节哑铃,,产品,可调节哑铃,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P206,商品,给我推荐五款{{产品}},给我推荐五款智能健身镜,,产品,智能健身镜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P207,商品,给我推荐五款{{产品}},给我推荐五款专业瑜伽垫,,产品,专业瑜伽垫,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P208,商品,给我推荐五款{{产品}},给我推荐五款羽毛球拍,,产品,羽毛球拍,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P209,商品,给我推荐五款{{产品}},给我推荐五款网球拍,,产品,网球拍,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P210,商品,给我推荐五款{{产品}},给我推荐五款公路自行车,,产品,公路自行车,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P211,商品,给我推荐五款{{产品}},给我推荐五款山地自行车,,产品,山地自行车,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P212,商品,给我推荐五款{{产品}},给我推荐五款露营帐篷,,产品,露营帐篷,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P213,商品,给我推荐五款{{产品}},给我推荐五款户外天幕,,产品,户外天幕,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P214,商品,给我推荐五款{{产品}},给我推荐五款户外电源,,产品,户外电源,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P215,商品,给我推荐五款{{产品}},给我推荐五款登山鞋,,产品,登山鞋,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P216,商品,给我推荐五款{{产品}},给我推荐五款冲锋衣,,产品,冲锋衣,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P217,商品,给我推荐五款{{产品}},给我推荐五款滑雪服,,产品,滑雪服,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P218,商品,给我推荐五款{{产品}},给我推荐五款钓鱼竿,,产品,钓鱼竿,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P219,商品,给我推荐五款{{产品}},给我推荐五款运动相机,,产品,运动相机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P220,商品,给我推荐五款{{产品}},给我推荐五款潜水电脑表,,产品,潜水电脑表,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外装备类,高客单和体验型消费；专业性强；测评内容多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P221,商品,给我推荐五款{{产品}},给我推荐五款血压计,,产品,血压计,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P222,商品,给我推荐五款{{产品}},给我推荐五款血糖仪,,产品,血糖仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P223,商品,给我推荐五款{{产品}},给我推荐五款电子体温计,,产品,电子体温计,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P224,商品,给我推荐五款{{产品}},给我推荐五款制氧机,,产品,制氧机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P225,商品,给我推荐五款{{产品}},给我推荐五款雾化器,,产品,雾化器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P226,商品,给我推荐五款{{产品}},给我推荐五款手动轮椅,,产品,手动轮椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P227,商品,给我推荐五款{{产品}},给我推荐五款电动轮椅,,产品,电动轮椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P228,商品,给我推荐五款{{产品}},给我推荐五款助听器,,产品,助听器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P229,商品,给我推荐五款{{产品}},给我推荐五款护腰支具,,产品,护腰支具,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P230,商品,给我推荐五款{{产品}},给我推荐五款颈托,,产品,颈托,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P231,商品,给我推荐五款{{产品}},给我推荐五款睡眠呼吸机,,产品,睡眠呼吸机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P232,商品,给我推荐五款{{产品}},给我推荐五款家用理疗仪,,产品,家用理疗仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P233,商品,给我推荐五款{{产品}},给我推荐五款医用口罩,,产品,医用口罩,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P234,商品,给我推荐五款{{产品}},给我推荐五款医用护目镜,,产品,医用护目镜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P235,商品,给我推荐五款{{产品}},给我推荐五款家用护理床,,产品,家用护理床,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P236,商品,给我推荐五款{{产品}},给我推荐五款康复训练器,,产品,康复训练器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P237,商品,给我推荐五款{{产品}},给我推荐五款血氧仪,,产品,血氧仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P238,商品,给我推荐五款{{产品}},给我推荐五款医用冷敷贴,,产品,医用冷敷贴,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P239,商品,给我推荐五款{{产品}},给我推荐五款远红外理疗仪,,产品,远红外理疗仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P240,商品,给我推荐五款{{产品}},给我推荐五款家用除颤仪,,产品,家用除颤仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗康复与家用健康器械类,健康风险高；产品准确性、资质和售后影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P241,商品,给我推荐五款{{产品}},给我推荐五款猫粮,,产品,猫粮,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P242,商品,给我推荐五款{{产品}},给我推荐五款狗粮,,产品,狗粮,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P243,商品,给我推荐五款{{产品}},给我推荐五款宠物处方粮,,产品,宠物处方粮,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P244,商品,给我推荐五款{{产品}},给我推荐五款猫砂,,产品,猫砂,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P245,商品,给我推荐五款{{产品}},给我推荐五款智能猫砂盆,,产品,智能猫砂盆,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P246,商品,给我推荐五款{{产品}},给我推荐五款宠物饮水机,,产品,宠物饮水机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P247,商品,给我推荐五款{{产品}},给我推荐五款宠物自动喂食器,,产品,宠物自动喂食器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P248,商品,给我推荐五款{{产品}},给我推荐五款宠物烘干箱,,产品,宠物烘干箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P249,商品,给我推荐五款{{产品}},给我推荐五款宠物航空箱,,产品,宠物航空箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P250,商品,给我推荐五款{{产品}},给我推荐五款宠物牵引绳,,产品,宠物牵引绳,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P251,商品,给我推荐五款{{产品}},给我推荐五款猫爬架,,产品,猫爬架,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P252,商品,给我推荐五款{{产品}},给我推荐五款宠物洗护用品,,产品,宠物洗护用品,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P253,商品,给我推荐五款{{产品}},给我推荐五款宠物驱虫药,,产品,宠物驱虫药,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P254,商品,给我推荐五款{{产品}},给我推荐五款宠物益生菌,,产品,宠物益生菌,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P255,商品,给我推荐五款{{产品}},给我推荐五款鱼缸,,产品,鱼缸,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P256,商品,给我推荐五款{{产品}},给我推荐五款水族过滤器,,产品,水族过滤器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P257,商品,给我推荐五款{{产品}},给我推荐五款观赏鱼粮,,产品,观赏鱼粮,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P258,商品,给我推荐五款{{产品}},给我推荐五款宠物摄像头,,产品,宠物摄像头,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P259,商品,给我推荐五款{{产品}},给我推荐五款宠物定位器,,产品,宠物定位器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P260,商品,给我推荐五款{{产品}},给我推荐五款宠物智能项圈,,产品,宠物智能项圈,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物食品与智能用品类,宠物健康和安全敏感；品牌、配方和售后差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P261,商品,给我推荐五款{{产品}},给我推荐五款空气开关,,产品,空气开关,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P262,商品,给我推荐五款{{产品}},给我推荐五款漏电保护器,,产品,漏电保护器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P263,商品,给我推荐五款{{产品}},给我推荐五款开关插座,,产品,开关插座,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P264,商品,给我推荐五款{{产品}},给我推荐五款电线电缆,,产品,电线电缆,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P265,商品,给我推荐五款{{产品}},给我推荐五款PPR水管,,产品,PPR水管,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P266,商品,给我推荐五款{{产品}},给我推荐五款美缝剂,,产品,美缝剂,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P267,商品,给我推荐五款{{产品}},给我推荐五款腻子粉,,产品,腻子粉,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P268,商品,给我推荐五款{{产品}},给我推荐五款瓷砖胶,,产品,瓷砖胶,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P269,商品,给我推荐五款{{产品}},给我推荐五款智能门禁系统,,产品,智能门禁系统,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P270,商品,给我推荐五款{{产品}},给我推荐五款安防监控摄像头,,产品,安防监控摄像头,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P271,商品,给我推荐五款{{产品}},给我推荐五款家用保险柜,,产品,家用保险柜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P272,商品,给我推荐五款{{产品}},给我推荐五款电钻,,产品,电钻,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P273,商品,给我推荐五款{{产品}},给我推荐五款电动螺丝刀,,产品,电动螺丝刀,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P274,商品,给我推荐五款{{产品}},给我推荐五款冲击钻,,产品,冲击钻,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P275,商品,给我推荐五款{{产品}},给我推荐五款激光测距仪,,产品,激光测距仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P276,商品,给我推荐五款{{产品}},给我推荐五款水质检测仪,,产品,水质检测仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P277,商品,给我推荐五款{{产品}},给我推荐五款甲醛检测仪,,产品,甲醛检测仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P278,商品,给我推荐五款{{产品}},给我推荐五款甲醛治理产品,,产品,甲醛治理产品,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P279,商品,给我推荐五款{{产品}},给我推荐五款家用灭火器,,产品,家用灭火器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P280,商品,给我推荐五款{{产品}},给我推荐五款烟雾报警器,,产品,烟雾报警器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材与安全设备类,安全、施工和可靠性相关；品牌和资质影响明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P281,商品,给我推荐五款{{产品}},给我推荐五款商用咖啡机,,产品,商用咖啡机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P282,商品,给我推荐五款{{产品}},给我推荐五款商用净水器,,产品,商用净水器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P283,商品,给我推荐五款{{产品}},给我推荐五款商用冰柜,,产品,商用冰柜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P284,商品,给我推荐五款{{产品}},给我推荐五款冷链冰箱,,产品,冷链冰箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P285,商品,给我推荐五款{{产品}},给我推荐五款收银机,,产品,收银机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P286,商品,给我推荐五款{{产品}},给我推荐五款POS机,,产品,POS机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P287,商品,给我推荐五款{{产品}},给我推荐五款条码打印机,,产品,条码打印机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P288,商品,给我推荐五款{{产品}},给我推荐五款标签打印机,,产品,标签打印机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P289,商品,给我推荐五款{{产品}},给我推荐五款高速扫描仪,,产品,高速扫描仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P290,商品,给我推荐五款{{产品}},给我推荐五款会议平板,,产品,会议平板,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P291,商品,给我推荐五款{{产品}},给我推荐五款电子白板,,产品,电子白板,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P292,商品,给我推荐五款{{产品}},给我推荐五款会议麦克风,,产品,会议麦克风,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
P293,商品,给我推荐五款{{产品}},给我推荐五款视频会议终端,,产品,视频会议终端,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-商用办公与小微经营设备类,企业采购场景；售后、稳定性和总拥有成本影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
