id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,post_collection_filter
P209,商品,给我推荐五款{{产品}},给我推荐五款登山杖,,产品,登山杖,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外类,采集后剔除英文流和视频流；题面不添加排除词
P210,商品,给我推荐五款{{产品}},给我推荐五款户外背包,,产品,户外背包,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外类,采集后剔除英文流和视频流；题面不添加排除词
P211,商品,给我推荐五款{{产品}},给我推荐五款冲锋裤,,产品,冲锋裤,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外类,采集后剔除英文流和视频流；题面不添加排除词
P212,商品,给我推荐五款{{产品}},给我推荐五款速干衣,,产品,速干衣,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外类,采集后剔除英文流和视频流；题面不添加排除词
P213,商品,给我推荐五款{{产品}},给我推荐五款滑雪服,,产品,滑雪服,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外类,采集后剔除英文流和视频流；题面不添加排除词
P214,商品,给我推荐五款{{产品}},给我推荐五款钓鱼竿,,产品,钓鱼竿,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外类,采集后剔除英文流和视频流；题面不添加排除词
P215,商品,给我推荐五款{{产品}},给我推荐五款运动护膝,,产品,运动护膝,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-运动户外类,采集后剔除英文流和视频流；题面不添加排除词
P216,商品,给我推荐五款{{产品}},给我推荐五款汽车脚垫,,产品,汽车脚垫,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P217,商品,给我推荐五款{{产品}},给我推荐五款汽车坐垫,,产品,汽车坐垫,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P218,商品,给我推荐五款{{产品}},给我推荐五款车载儿童安全座椅,,产品,车载儿童安全座椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P219,商品,给我推荐五款{{产品}},给我推荐五款车载充电器,,产品,车载充电器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P220,商品,给我推荐五款{{产品}},给我推荐五款车载吸尘器,,产品,车载吸尘器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P221,商品,给我推荐五款{{产品}},给我推荐五款车载冰箱,,产品,车载冰箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P222,商品,给我推荐五款{{产品}},给我推荐五款车载空气净化器,,产品,车载空气净化器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P223,商品,给我推荐五款{{产品}},给我推荐五款汽车香薰,,产品,汽车香薰,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P224,商品,给我推荐五款{{产品}},给我推荐五款倒车影像,,产品,倒车影像,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P225,商品,给我推荐五款{{产品}},给我推荐五款胎压监测器,,产品,胎压监测器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P226,商品,给我推荐五款{{产品}},给我推荐五款机油,,产品,机油,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P227,商品,给我推荐五款{{产品}},给我推荐五款玻璃水,,产品,玻璃水,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P228,商品,给我推荐五款{{产品}},给我推荐五款雨刮器,,产品,雨刮器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P229,商品,给我推荐五款{{产品}},给我推荐五款轮胎,,产品,轮胎,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P230,商品,给我推荐五款{{产品}},给我推荐五款汽车贴膜,,产品,汽车贴膜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P231,商品,给我推荐五款{{产品}},给我推荐五款汽车应急启动电源,,产品,汽车应急启动电源,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P232,商品,给我推荐五款{{产品}},给我推荐五款洗车机,,产品,洗车机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P233,商品,给我推荐五款{{产品}},给我推荐五款车衣,,产品,车衣,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P234,商品,给我推荐五款{{产品}},给我推荐五款后备箱收纳箱,,产品,后备箱收纳箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P235,商品,给我推荐五款{{产品}},给我推荐五款车载手机支架,,产品,车载手机支架,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-汽车用品类,采集后剔除英文流和视频流；题面不添加排除词
P236,商品,给我推荐五款{{产品}},给我推荐五款办公椅,,产品,办公椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P237,商品,给我推荐五款{{产品}},给我推荐五款文件柜,,产品,文件柜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P238,商品,给我推荐五款{{产品}},给我推荐五款会议桌,,产品,会议桌,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P239,商品,给我推荐五款{{产品}},给我推荐五款白板,,产品,白板,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P240,商品,给我推荐五款{{产品}},给我推荐五款投影幕布,,产品,投影幕布,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P241,商品,给我推荐五款{{产品}},给我推荐五款碎纸机,,产品,碎纸机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P242,商品,给我推荐五款{{产品}},给我推荐五款装订机,,产品,装订机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P243,商品,给我推荐五款{{产品}},给我推荐五款计算器,,产品,计算器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P244,商品,给我推荐五款{{产品}},给我推荐五款中性笔,,产品,中性笔,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P245,商品,给我推荐五款{{产品}},给我推荐五款钢笔,,产品,钢笔,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P246,商品,给我推荐五款{{产品}},给我推荐五款笔记本,,产品,笔记本,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P247,商品,给我推荐五款{{产品}},给我推荐五款便签纸,,产品,便签纸,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P248,商品,给我推荐五款{{产品}},给我推荐五款文件夹,,产品,文件夹,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P249,商品,给我推荐五款{{产品}},给我推荐五款打印纸,,产品,打印纸,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P250,商品,给我推荐五款{{产品}},给我推荐五款标签纸,,产品,标签纸,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P251,商品,给我推荐五款{{产品}},给我推荐五款保险柜,,产品,保险柜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P252,商品,给我推荐五款{{产品}},给我推荐五款考勤机,,产品,考勤机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P253,商品,给我推荐五款{{产品}},给我推荐五款点钞机,,产品,点钞机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P254,商品,给我推荐五款{{产品}},给我推荐五款会议麦克风,,产品,会议麦克风,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P255,商品,给我推荐五款{{产品}},给我推荐五款电脑支架,,产品,电脑支架,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-办公文教类,采集后剔除英文流和视频流；题面不添加排除词
P256,商品,给我推荐五款{{产品}},给我推荐五款血压计,,产品,血压计,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P257,商品,给我推荐五款{{产品}},给我推荐五款血糖仪,,产品,血糖仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P258,商品,给我推荐五款{{产品}},给我推荐五款体温计,,产品,体温计,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P259,商品,给我推荐五款{{产品}},给我推荐五款制氧机,,产品,制氧机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P260,商品,给我推荐五款{{产品}},给我推荐五款雾化器,,产品,雾化器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P261,商品,给我推荐五款{{产品}},给我推荐五款轮椅,,产品,轮椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P262,商品,给我推荐五款{{产品}},给我推荐五款助听器,,产品,助听器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P263,商品,给我推荐五款{{产品}},给我推荐五款护腰,,产品,护腰,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P264,商品,给我推荐五款{{产品}},给我推荐五款护颈枕,,产品,护颈枕,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P265,商品,给我推荐五款{{产品}},给我推荐五款眼部按摩仪,,产品,眼部按摩仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P266,商品,给我推荐五款{{产品}},给我推荐五款颈椎按摩仪,,产品,颈椎按摩仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P267,商品,给我推荐五款{{产品}},给我推荐五款足浴盆,,产品,足浴盆,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P268,商品,给我推荐五款{{产品}},给我推荐五款家用按摩椅,,产品,家用按摩椅,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P269,商品,给我推荐五款{{产品}},给我推荐五款理疗仪,,产品,理疗仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P270,商品,给我推荐五款{{产品}},给我推荐五款医用口罩,,产品,医用口罩,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P271,商品,给我推荐五款{{产品}},给我推荐五款创可贴,,产品,创可贴,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P272,商品,给我推荐五款{{产品}},给我推荐五款医药箱,,产品,医药箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P273,商品,给我推荐五款{{产品}},给我推荐五款护目镜,,产品,护目镜,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P274,商品,给我推荐五款{{产品}},给我推荐五款睡眠仪,,产品,睡眠仪,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P275,商品,给我推荐五款{{产品}},给我推荐五款电子秤,,产品,电子秤,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-医疗保健与康复器械类,采集后剔除英文流和视频流；题面不添加排除词
P276,商品,给我推荐五款{{产品}},给我推荐五款猫粮,,产品,猫粮,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P277,商品,给我推荐五款{{产品}},给我推荐五款狗粮,,产品,狗粮,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P278,商品,给我推荐五款{{产品}},给我推荐五款猫砂,,产品,猫砂,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P279,商品,给我推荐五款{{产品}},给我推荐五款宠物尿垫,,产品,宠物尿垫,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P280,商品,给我推荐五款{{产品}},给我推荐五款宠物牵引绳,,产品,宠物牵引绳,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P281,商品,给我推荐五款{{产品}},给我推荐五款宠物航空箱,,产品,宠物航空箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P282,商品,给我推荐五款{{产品}},给我推荐五款猫抓板,,产品,猫抓板,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P283,商品,给我推荐五款{{产品}},给我推荐五款猫爬架,,产品,猫爬架,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P284,商品,给我推荐五款{{产品}},给我推荐五款宠物饮水机,,产品,宠物饮水机,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P285,商品,给我推荐五款{{产品}},给我推荐五款宠物喂食器,,产品,宠物喂食器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P286,商品,给我推荐五款{{产品}},给我推荐五款宠物洗护用品,,产品,宠物洗护用品,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P287,商品,给我推荐五款{{产品}},给我推荐五款宠物烘干箱,,产品,宠物烘干箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P288,商品,给我推荐五款{{产品}},给我推荐五款宠物玩具,,产品,宠物玩具,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P289,商品,给我推荐五款{{产品}},给我推荐五款鱼缸,,产品,鱼缸,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P290,商品,给我推荐五款{{产品}},给我推荐五款水族过滤器,,产品,水族过滤器,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-宠物用品类,采集后剔除英文流和视频流；题面不添加排除词
P291,商品,给我推荐五款{{产品}},给我推荐五款电钻,,产品,电钻,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P292,商品,给我推荐五款{{产品}},给我推荐五款电动螺丝刀,,产品,电动螺丝刀,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P293,商品,给我推荐五款{{产品}},给我推荐五款工具箱,,产品,工具箱,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P294,商品,给我推荐五款{{产品}},给我推荐五款万用表,,产品,万用表,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P295,商品,给我推荐五款{{产品}},给我推荐五款梯子,,产品,梯子,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P296,商品,给我推荐五款{{产品}},给我推荐五款乳胶漆,,产品,乳胶漆,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P297,商品,给我推荐五款{{产品}},给我推荐五款瓷砖,,产品,瓷砖,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P298,商品,给我推荐五款{{产品}},给我推荐五款木地板,,产品,木地板,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P299,商品,给我推荐五款{{产品}},给我推荐五款开关插座,,产品,开关插座,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
P300,商品,给我推荐五款{{产品}},给我推荐五款门窗五金,,产品,门窗五金,GB/T 7635.1-2002,全国主要产品分类与代码 第1部分:可运输产品,可运输产品-五金建材类,采集后剔除英文流和视频流；题面不添加排除词
LS001,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的家政服务公司,北京,生活服务,家政服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS002,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的搬家服务公司,北京,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,采集后剔除英文流和视频流；题面不添加排除词
LS003,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的家庭保洁服务公司,北京,生活服务,家庭保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS004,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的月嫂服务公司,北京,生活服务,月嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS005,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的房屋装修服务公司,北京,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS006,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的婚庆服务公司,北京,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS007,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的儿童摄影服务公司,北京,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS008,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的美容美发服务公司,北京,生活服务,美容美发服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS009,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的宠物美容服务公司,北京,生活服务,宠物美容服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS010,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个北京的汽车维修保养服务公司,北京,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS011,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的家政服务公司,上海,生活服务,家政服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS012,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的搬家服务公司,上海,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,采集后剔除英文流和视频流；题面不添加排除词
LS013,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的家庭保洁服务公司,上海,生活服务,家庭保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS014,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的月嫂服务公司,上海,生活服务,月嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS015,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的房屋装修服务公司,上海,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS016,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的婚庆服务公司,上海,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS017,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的儿童摄影服务公司,上海,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS018,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的美容美发服务公司,上海,生活服务,美容美发服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS019,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的宠物美容服务公司,上海,生活服务,宠物美容服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS020,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个上海的汽车维修保养服务公司,上海,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS021,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的家政服务公司,广州,生活服务,家政服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS022,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的搬家服务公司,广州,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,采集后剔除英文流和视频流；题面不添加排除词
LS023,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的家庭保洁服务公司,广州,生活服务,家庭保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS024,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的月嫂服务公司,广州,生活服务,月嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS025,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的房屋装修服务公司,广州,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS026,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的婚庆服务公司,广州,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
